,18β-Glycyrrhetinic acid,5-Fluorouracil,8-Hydroxyquinoline,AT7519,AZD-8055,AZD2858,Abiraterone acetate,Acetohexamide,Aliskiren,Alpelisib,Altretamine,Amsacrine,Aprepitant,Belumosudil,Bendamustine,Bergenin,Bexarotene,Binimetinib,Bortezomib,Bosentan (hydrate),Brivudine,Budesonide,Canagliflozin,Capivasertib,Capmatinib,Captopril,Celecoxib,Ciclopirox,Cilostazol,Clobetasol propionate,Clofarabine,Clotrimazole,Dabrafenib,Daidzin,Dapagliflozin,Digitoxin,Drospirenone,EX229,Encorafenib,Erdafitinib,Erythromycin,Fenofibrate,Filgotinib,Finasteride,Fluvoxamine (maleate),Gallic acid,Gemfibrozil,Glasdegib,Hexylresorcinol,Homoharringtonine,Idoxuridine,Infigratinib,Ipatasertib,Irinotecan,Ixazomib,LY-2584702 (tosylate salt),LY2090314,Larotrectinib sulfate,Lopinavir,MK-3903,Macitentan,Mebendazole,Medroxyprogesterone acetate,Menadione,Methotrexate,Mifepristone,Mozavaptan,Neratinib,Nevirapine,OTS514,Olanzapine,Omeprazole,Orlistat,PF-06260933,PH-797804,Paclitaxel,Pemetrexed,Pentagastrin,Pentamidine (isethionate),Pimozide,Ponatinib,Posaconazole,Pravastatin (sodium),Ralimetinib dimesylate,Raltitrexed,Rapamycin,Regorafenib,Relugolix,Retinoic acid,Ribociclib,Ritonavir,Rosiglitazone,Rucaparib (phosphate),Sapanisertib,Silodosin,Sonidegib,Sulfisoxazole,TAK-733,Tadalafil,Terfenadine,Tofacitinib,Tolcapone,Tomivosertib,Torkinib,Trametinib (DMSO_TF solvate),Tranilast,Triclosan,Trimetrexate,Valdecoxib,Vemurafenib,Vinblastine (sulfate),Vismodegib,Voriconazole,Vortioxetine,Zileuton,olaparib,palbociclib,venetoclax,Idarubicin (hydrochloride)
Nuc_AreaShape_Zernike_3_3,-0.15008445,-1.9127493,0.031520378,0.9760639,-0.8837819,1.8912292,-0.43929926,0.5013039,0.31770062,0.8808403,0.17337625,0.42090464,-1.0578136,-0.18773837,-0.021234035,0.029861169,-0.6714123,0.20186563,1.345035,-0.16990866,-0.064543374,1.0624486,-0.5214525,0.7329348,-0.7125967,0.500803,-1.2109973,-3.3987331,-1.1793094,-0.28492868,-3.8487034,-0.87559587,1.264852,0.22724973,-0.38967466,1.4092636,-0.32035387,-0.98852676,3.5214367,-0.7857745,-0.33204317,0.01921212,-1.7812113,-1.1800491,0.11349628,0.024746044,0.1101711,-0.3809539,0.17985268,0.9355905,-0.42879042,1.5432941,0.49590597,-3.395755,1.5973309,0.3329252,-0.50362444,0.07720414,0.18543248,-1.7839631,0.023988267,-2.2967324,-0.67140216,-1.2055311,-0.6322878,-0.27998862,4.7915654,3.1036034,0.2500296,1.9355131,0.06227712,-0.036775004,-0.072278656,0.19994359,-1.3362117,4.09231,-0.24150729,0.018553913,-0.69226414,-0.031550884,-2.0787432,-0.36432886,0.13697398,1.4544468,-1.853697,-1.4025393,1.2697934,-0.3177402,0.5263654,-1.9370486,0.57123935,-0.24350375,-1.0329882,0.900734,-0.76123357,-0.2819809,0.38032594,1.1075215,0.7393901,-4.5817094,0.49831757,0.27015188,-0.15630193,-0.12404358,0.94969684,0.20155245,-0.86744493,-1.0812764,-0.033133883,-0.6866122,-2.1527061,0.44283614,0.09943738,3.9537923,0.05256186,-1.3493142,-1.0602883,-0.109857135,-9.604001
Nuc_AreaShape_Zernike_4_0,-0.109060906,1.6593496,0.5470446,-2.0439363,0.11035559,-2.596683,0.36510423,-0.14466655,-0.02827434,-0.9159873,-0.13244921,0.15843771,1.5112346,1.0582246,0.6732827,-0.21685548,0.40021,-0.95052785,5.3845963,0.13410835,-0.08368044,-1.3577632,0.8214554,1.1457175,0.91914576,-0.06667546,1.2194837,3.4832094,1.3211873,-0.28040388,3.9068186,1.1853968,-1.6988758,-0.15040705,0.096606486,-2.6397343,0.12466929,2.2390196,-2.7755044,1.4694077,-0.068095535,-0.038514256,-0.07223102,1.5010772,-0.9532457,0.09458367,0.41263625,0.2801024,0.19240837,-1.994502,0.65875906,-1.6620804,-0.11652398,4.3680396,4.0182304,0.11238447,0.3453922,-0.0299021,-0.31840596,3.0572884,0.89977497,7.520036,0.7860637,1.2233069,-0.1736049,0.34576523,-2.7269876,-3.448499,-0.22222579,-2.1864588,-0.10192457,0.15509309,-0.33674547,-1.2399187,1.0835193,-2.2218933,0.49000883,0.15176587,1.1706529,-0.84027153,4.3964944,0.3018507,0.0630847,-1.1747817,2.643285,1.1034247,-1.6705462,-0.23564367,-0.55599856,1.4008751,-0.9152624,0.48510948,0.95712954,-1.4922899,0.44309667,0.51636124,-0.13549131,-1.11388,-0.27753553,0.22118272,0.25979948,-0.09459525,-0.051281076,-1.2873235,-1.5254011,-0.19799285,0.87620425,0.30818245,-0.1290676,1.1126187,6.2079415,-0.34908652,0.11311417,1.0857444,-0.24001378,1.5103711,0.9807692,0.23522653,6.31819
Nuc_AreaShape_Zernike_4_2,0.08830721,-0.8300354,-0.401644,1.9206244,-0.34319487,1.3163134,0.046220403,-0.2150644,-0.2768716,0.21897627,0.29567707,-2.2663047,1.1370009,-0.066971146,-0.41427347,-0.15156063,0.0830759,0.2969219,-2.4761505,0.31011078,-0.14885664,0.9391443,0.057082195,-0.14820747,0.404299,-0.38820693,-0.30698267,-0.5404911,0.20034267,-0.2431755,-1.2125286,-0.17897479,0.9089153,-0.00303105,-0.018347656,2.4220912,-0.16875853,-0.35369787,1.0890502,0.16260913,-0.27146834,0.28487766,0.29752257,-0.14771765,0.08540269,0.179179,-0.15892704,0.01815257,-0.33688998,0.82985,-1.1446208,0.94286364,-0.2703403,-0.44411686,-2.7273505,0.3879712,-0.10460309,0.20057519,0.025245646,0.3015382,-0.04269722,0.92028517,-0.3767543,-0.6883869,0.32641006,-0.13380478,1.6535298,1.7231566,0.5386444,1.3688507,-0.014019151,-0.44849563,0.26641503,1.146076,-0.122502826,3.1790798,0.032537386,-0.034741838,-0.897109,-0.7285116,5.8859596,-0.9324333,0.50608253,-0.5449049,-0.91917276,-0.55937153,1.3062378,0.23481345,0.8458063,0.03987375,0.9544758,-0.17941217,-0.84075165,0.119640976,-0.5975855,-0.26052335,0.068084784,0.94096136,0.3369185,-0.20291233,-0.11213133,-0.05034649,0.0073494115,0.523699,1.1412026,0.11941142,-0.058460236,-0.69321203,0.11953846,-0.92112094,-0.50999206,0.38041258,-0.035453558,-4.07731,0.2780247,-0.5299768,0.30819088,-0.44194818,4.157479
Nuc_AreaShape_Zernike_4_4,0.031723324,-0.91994786,-0.64311,2.129737,0.05769815,1.9566631,-0.4815185,0.18163316,0.28116527,1.3004086,-0.09469789,1.0276078,-1.7816926,-1.5046139,-0.62639374,0.07764137,-0.59078294,1.1764647,-4.157662,-0.057350293,-0.015686093,1.298452,-0.5901507,-1.340844,-0.94223255,-0.28518462,-0.96786094,-2.6439917,-1.6325852,0.40639755,-3.197153,-0.64489424,1.2939259,0.17156613,-0.047574386,3.1033154,-0.11916102,-1.8390974,3.5154066,-1.8770567,0.00328209,0.11247536,0.41938725,-1.324591,1.0643878,0.11641016,-0.4625107,-0.11726413,-0.339991,2.8439674,-0.52925324,1.9696798,0.13401948,-4.172396,-4.320674,-0.3725185,-0.88181895,0.019726908,0.088831596,-3.236749,-0.76600057,-7.0251923,-0.4062276,-1.0195478,0.17639352,-0.38992932,2.6522987,4.2008,0.29698533,1.9160103,0.0018161759,0.16261756,0.43806446,1.3518214,-0.6879129,1.6469558,-0.6152366,-0.051481884,-0.73830694,1.0384083,-5.8283787,0.028550947,0.11454072,0.90464383,-2.476452,-1.1859094,1.3280683,0.1755907,0.1957785,-1.339907,0.9862817,-0.4732155,-1.1051294,1.910087,-0.38013008,-0.3020728,0.3120334,0.9143769,0.2922249,-1.5638771,-0.34859344,-0.14678134,-0.5049918,1.3410658,1.3561015,0.24383414,-0.797726,-0.17476167,-0.10531422,-1.1796335,-5.5025344,0.27763867,-0.04003048,-1.4844632,-0.06723877,-1.7112204,-0.7291723,-0.12325331,-7.022079
Nuc_AreaShape_Zernike_5_1,-0.0064460984,-1.0326797,-0.11495342,1.1121482,-0.2976514,2.9519625,-0.55810493,0.36143935,-0.07501202,0.35009348,-0.04643126,2.4180787,-1.5897665,0.007221622,-0.15919612,0.21238887,-0.6840268,-0.017802432,-0.21567827,-0.19950216,0.13169281,0.54219025,-0.747052,0.29321817,-0.65535074,0.2248627,-0.5796817,-1.9390429,-0.5768853,0.3633994,-2.505666,-0.41889015,0.84547925,0.03657643,0.07804039,0.8207216,-0.16395982,-1.319342,2.571764,-0.46465078,0.33223858,-0.04755349,-0.37641558,-1.0582043,0.43002948,-0.14736773,-0.51935714,-0.047986846,0.05263287,1.5810474,0.05130561,0.521761,0.47457257,-2.5291624,-0.80989814,-0.014526288,-0.16998778,-0.16676451,-0.25316885,-2.4500732,-0.2979982,-3.6038182,-0.34437314,-0.5768716,-0.1422597,-0.5015564,2.371568,1.7347263,0.391122,1.2058806,0.0202279,0.31941354,0.1223526,1.5728073,-0.50100034,2.0386727,-0.44664085,0.063156426,-0.449375,-0.20869267,2.5966537,0.05446121,0.10557908,1.2722716,-0.97781056,-0.8359008,0.36887065,0.04192692,0.11287094,-0.943,0.4900068,-0.684083,-0.56893367,0.94200546,0.12713648,-0.32709002,-0.06358708,0.26416934,-0.016922096,9.992859,-0.08763862,-0.08259455,-0.03160437,1.1314064,0.47839236,0.22146218,-0.95272344,-0.34340915,-0.2958138,-0.26976562,-2.885226,0.046442527,0.13012113,2.6670926,-0.07116791,-0.85818654,-0.47586432,-0.043844867,12.059436
Nuc_AreaShape_Zernike_5_3,0.2189569,-1.3584801,-0.42783737,1.4161803,-0.74134606,2.1821463,-0.0026543338,0.09822518,0.2960099,0.48445618,-0.08539397,0.68005985,-0.70306206,-0.635518,-0.6726239,0.076650895,-0.3011359,0.15440194,-1.7968845,-0.2057361,0.27000305,0.8087981,-0.86278963,0.32183835,-0.57019407,0.05780633,-0.87451166,-2.555389,-0.101305716,0.02486608,-3.5213096,-0.6399299,1.429419,0.027539492,0.035855066,1.5135664,-0.35403737,-0.9521329,2.4484613,-0.4533029,-0.19390386,0.030594954,-0.7843318,-1.4899367,0.21712685,0.057430297,-0.14354794,-0.12653656,0.15848418,0.7945978,-0.06743189,0.552372,0.35263863,-3.0221584,-0.43870568,0.09656185,-0.09381615,-0.23255645,0.35526296,-1.9685869,-0.3501942,-3.7773669,-0.85650605,-0.79940104,-0.25662494,-0.41769087,3.6780198,2.198078,0.17561245,1.6069082,0.30507657,0.09156374,0.30672076,0.33419332,-0.9777327,3.806958,-0.49576524,-0.36641797,-0.6589536,0.0975331,-5.876591,-0.106354274,0.25065815,1.3087707,-1.5362312,-0.947084,1.3306569,-0.2956984,0.46861622,-1.2618195,0.20076652,-0.41420838,-0.44448355,0.8205836,-0.5185093,-0.468604,0.14933918,1.1424465,0.07687392,6.467413,0.026089737,0.26757094,-0.050262015,0.9089298,1.0613275,0.2913207,-1.1918195,-0.93885374,0.15067838,-0.5786461,-3.6004124,0.2604302,0.13706999,0.24444897,0.18394257,-0.7163995,-0.4412512,-0.1802125,7.572897
Nuc_AreaShape_Zernike_5_5,-0.30072573,-1.6174289,-0.09158329,1.4417425,-0.79183406,2.3923433,-0.4641032,0.10578326,0.24865931,0.9039127,0.43154678,1.1438239,-1.1637368,-0.16957597,-0.81191117,0.15632908,-0.8490022,0.1747068,0.15412104,-0.16159776,-0.46279845,0.92709154,-0.53810287,0.8917435,-0.8559802,0.35324284,-1.2119873,-3.2138665,-0.677604,-0.11266753,-3.92937,-0.64916223,1.1476446,0.5509879,-0.097233586,1.5631973,-0.19871897,-0.957318,4.0560455,-0.39246392,-0.018331742,0.09016478,-1.5280552,-1.2133089,0.0766172,-0.027673364,-0.29529572,-0.19504328,0.09269764,1.3888243,-0.5496872,1.7323996,0.7795203,-3.873373,-0.26677647,0.1421753,-0.53663945,0.17137016,0.102427624,-1.7279278,-0.22015025,-2.7246506,-0.5452401,-1.6391826,-0.579225,-0.14960556,5.329184,3.3852396,0.3234273,1.478591,-0.13950606,-0.21975847,-0.023665467,0.57094574,-1.4935312,4.2175603,-0.28209755,0.12494373,-0.92370766,0.11622123,-0.5294475,-0.068757415,-0.08806456,1.9049553,-2.4024067,-1.5711899,1.4914712,-0.31694296,0.30502656,-1.6630272,0.63601416,0.0402033,-1.4011517,0.89790744,-0.38533434,-0.16249451,0.20063512,1.4971695,0.30869856,2.5301464,0.7206116,0.13917015,0.27873567,0.34793708,1.5990014,0.16635972,-0.73469514,-1.2155249,-0.103947304,-0.64100903,-2.786766,-0.052600067,0.2543252,3.0505066,0.12793942,-1.2021042,-0.96692795,-0.32740998,7.460855
Nuc_AreaShape_Zernike_6_0,0.14745438,0.8775639,-0.3076503,-0.9031882,0.64541256,-0.7128685,0.12556924,0.120027505,-0.31463563,-0.25863186,-0.1467625,1.0552715,0.2864653,-0.08840171,0.5302054,0.06818661,0.08287321,0.18100406,1.137812,0.31381717,-0.2951676,-0.3894739,0.09799401,-0.8955477,0.5097404,-0.30286142,0.22171944,1.9757763,-0.17874955,0.38523176,1.73749,0.390605,-0.5097106,-0.18773402,0.20162927,-2.0544732,0.3759842,0.2706913,-1.2416914,0.26176673,-0.080956094,0.21777098,0.98274773,1.2654814,-0.071276926,-0.28261903,0.034929633,-0.12036281,0.004218479,-0.6358582,-0.10502713,-0.1371694,-0.8658605,2.1408703,1.32381,-0.033777434,0.01881677,0.41387585,0.027190864,1.4023615,0.44812512,2.682562,0.00078926486,0.57668287,0.61090744,-0.051020905,-1.6710347,-0.7547331,-0.35355115,-1.067614,0.15987472,0.104833245,0.25108877,-0.31291375,0.37230024,-1.4624772,0.29518223,0.42526993,-0.17807949,0.49736738,3.4969623,0.53169584,-0.1675803,-0.2520406,1.1771449,0.5474109,-1.1415715,0.3995513,-0.7041817,0.70695996,0.016966313,0.28197876,0.7925642,-0.88774794,-0.027078787,0.16618617,-0.36820388,-0.8529558,-0.18278377,-8.466245,-0.5969164,-0.3882356,0.123501725,0.38271844,-0.46594855,-0.111313365,0.19202755,0.6684065,0.23230368,0.08671618,1.3256651,-0.50062865,-0.03962825,-2.9647305,0.19287787,0.73070073,0.36586115,0.17194764,-7.5470433
Nuc_AreaShape_Zernike_6_2,0.18040442,0.20457506,-0.53138983,0.531285,0.6511197,-0.057215545,0.08256066,-0.033811513,0.39248803,0.0112432195,-0.3337272,0.92124987,-0.89642066,-0.9356387,0.1333579,0.116430104,-0.0015055189,0.64921695,-2.6510348,-0.01059327,0.11871057,0.029732341,-0.1387056,-1.3613677,-0.31675255,0.15028244,0.24305761,-0.101365656,-0.6611848,0.80201244,0.1295865,-0.039230924,0.38225195,0.10985067,0.26539403,-0.9491806,0.4440142,-0.73203295,-0.90085745,-0.8991933,0.18761702,-0.33452556,1.137461,-0.0637745,0.58068365,-0.16231991,-0.041913748,-0.022539841,-0.1732703,1.3816562,0.09422394,-0.07855796,-0.20274375,-1.1300038,-2.1299183,-0.24637586,-0.22615866,-0.32245722,0.10869009,-1.3578835,-0.28884715,-4.4529924,0.23202045,0.16450633,0.34923777,-0.3923913,-0.76293635,0.11660251,-0.79547006,0.088142574,0.5180033,0.34311178,0.23867309,-0.3638364,-0.101791956,-1.1744846,0.08347758,0.10172386,0.13607161,1.0512302,3.5540473,0.54056484,-0.20745973,-0.036701154,-0.18177788,-0.09565907,0.62603277,-0.010472596,0.022194436,0.34642825,0.044339728,-0.10533171,0.052697238,-0.47094524,0.36493984,0.32104957,0.16492613,-0.09915281,0.030385196,-6.822716,0.0130987065,-0.096509814,-0.1119596,-0.30418742,-0.173326,-0.31378698,0.2877375,0.6415143,0.10853487,-0.22492337,-2.7861538,-0.27947828,-0.12058827,-1.6020621,-0.6709831,-0.14680679,-0.5137046,-0.018145204,-6.7256813
Nuc_AreaShape_Zernike_6_4,-0.037997708,0.75830173,-0.085430086,-1.7786211,1.1616952,-1.9298044,0.11740122,-0.08763748,-0.2828206,0.110962324,-0.45169553,-2.9092715,1.1001414,0.44941434,-1.0706497,-0.14226238,-0.028399825,0.1852566,0.5443716,0.052912354,-0.17657761,-0.09593061,-0.077105604,0.6899169,-0.056804005,-0.17268169,1.1979029,1.0221041,0.62852985,0.40884396,1.7195686,0.46936134,0.20149966,-0.31118086,0.37686133,-1.0564357,-0.24112302,1.1526753,-1.4822916,1.3231467,0.46925855,-0.63245726,-1.0820717,0.23522516,-0.26526776,-0.29909328,-0.1453859,0.37720394,-0.11641684,-2.0535064,0.78724116,-0.65131676,0.2709687,0.80208474,-0.4297566,0.008472363,-1.1641065,-0.28812146,0.41415313,1.3393332,-0.54593974,-0.7815034,0.3971331,0.6629823,-0.5600615,0.95809764,-1.6704401,-1.7430652,-0.4065431,-1.3204254,0.30865014,-0.19873543,0.27271017,-0.7885802,0.3022087,-0.044184446,-0.48555908,-0.2351621,1.1073303,1.0642624,-3.3579867,0.79071254,-0.4656497,-0.9223334,0.707859,1.3622366,0.0146564245,-0.3587205,-0.3085907,1.3489469,-0.6565263,0.71959925,-0.5818742,0.9258186,0.19208741,0.38481545,-0.27674705,0.4683691,-0.32371673,3.6752722,0.41821453,-0.293166,0.37720403,0.6516211,-0.090337925,-0.22830044,0.80865675,-0.55998415,-0.2740446,0.83732253,0.6459337,-0.19194455,-0.17484702,0.9468889,-0.25376165,-0.25981885,0.4515631,0.115162216,5.102602
Nuc_AreaShape_Zernike_6_6,0.11327178,-1.5317332,-0.4531364,2.3302214,-0.41172472,3.311366,-0.33176246,0.2832359,0.160188,1.2471453,0.2777584,0.7721067,-1.5167131,-1.1029592,-0.8125699,0.21891253,-0.45121178,0.96858186,-2.9548738,-0.24708416,-0.074653015,1.7110335,-0.5462708,-0.5853431,-0.7493586,0.15077342,-1.4680873,-3.6327078,-1.4714683,0.10199476,-4.1399055,-1.3387164,1.3778424,0.18063791,-0.030205289,2.541233,-0.39369488,-1.7412586,4.251228,-1.3513937,-0.109196626,0.39529026,0.38809872,-1.7384558,0.5805159,-0.1112035,-0.321041,-0.14709808,-0.21404372,2.9783506,-0.675427,2.0221117,0.16322762,-4.218352,-3.4995098,-0.24000467,-0.8512208,0.021482697,-0.17593591,-2.7233467,-0.8256538,-5.491514,-0.5847555,-1.3085948,0.099426925,-0.39226922,5.5444846,4.697395,0.089972734,2.7473166,0.101870276,-0.30177686,0.5526275,1.2440819,-1.1203054,4.173508,-0.79341286,-0.09571546,-1.5184473,0.59883636,-1.6004368,-0.35839498,0.06779524,1.3873382,-2.7298038,-1.6189157,1.5315534,0.1896724,0.39913857,-1.650849,0.8887064,-0.58392507,-1.510059,1.8167523,-0.5629068,-0.25833163,0.29417503,1.090681,0.36851588,0.95927244,0.13176964,0.29812232,-0.14620234,0.86325186,1.5018512,0.4450542,-1.2202163,-0.8322589,0.0828594,-1.5514493,-4.8760934,0.3136088,-0.009176682,0.077825785,0.11209723,-1.8445266,-0.67557245,-0.3961649,0.9205475
Nuc_AreaShape_Zernike_7_1,0.012191176,-0.80690914,-0.16921109,0.98851615,-0.11879423,2.2019827,-0.21315412,0.28570357,0.30684018,-0.030451924,0.33638,0.8869925,-1.3348686,0.01638422,0.22872245,0.109645985,-0.6802065,-0.7621644,2.1354625,-0.07810512,-0.0057819164,0.2643192,-0.04123496,0.12958239,-0.5550731,0.10163405,-0.7323148,-1.6521269,-0.23072405,-0.310554,-1.6436132,-0.82127255,0.083530255,0.2879202,-0.30931273,-0.23129456,-0.20515417,-1.0562776,2.1470366,-0.15688242,-0.23252654,0.14830698,-0.11887879,-0.45841798,0.031421814,-0.64971906,-0.37895086,-0.42289075,-0.08945295,1.1354194,-0.384892,1.21234,0.21865661,-1.4328002,1.2267951,-0.3798966,0.868423,0.6009231,-0.047206383,-0.8907647,0.24423687,-0.35086063,-0.21058165,-0.7138326,-0.045558542,-0.81254005,1.4858745,2.5393808,0.40850735,0.9290917,0.036498327,0.26971775,0.38888028,0.97225684,-0.60453886,1.4769164,-0.45784077,-0.055828672,-0.6752653,0.49742815,1.7844654,0.04923894,-0.042412102,1.377635,-0.93505603,-1.0429868,-0.5343124,0.06924189,0.1641154,-0.91372675,0.22480708,-0.24443765,-0.24987529,-0.1093725,0.4488486,-0.417382,0.5125242,-0.05356109,0.24229477,3.6382735,0.20109792,-0.04964258,0.73114276,0.5194639,0.12821329,0.39691916,-0.58698267,-0.47454295,0.12574781,-0.5524288,-1.2370774,0.12420557,0.16674848,5.251845,-0.27620205,-0.080570616,-0.48852918,0.2007591,4.441883
Nuc_AreaShape_Zernike_7_3,-0.3456625,-1.3480088,-0.34405434,0.83788705,-0.35980996,1.9974413,-0.0551631,0.49330962,0.06303939,0.37660718,0.25700533,0.4035122,-0.5274101,-0.49753478,-0.10099157,-0.18530118,-0.4521706,0.28604874,-0.17890851,-0.074404694,-0.09543047,0.16762207,-0.29778802,0.26218382,-0.26611218,-0.2866325,-0.48307467,-2.0218906,-0.9578456,-0.32605672,-2.6735897,-1.0198123,1.060851,0.1858679,0.05079034,1.1668564,0.054215807,-1.2913679,2.353135,-0.4347024,-0.0598902,0.14100547,-0.9742108,-0.79116255,0.46360874,-0.12170371,-0.46297637,-0.114301205,0.15289658,1.1311014,-0.3886385,0.91850096,0.26666,-2.183441,-1.8440071,-0.18457754,0.3231671,0.14357162,0.11123696,-1.5697328,-0.1447518,-3.5837023,-0.40162143,-0.59868044,-0.34718558,-0.5826047,2.1430395,1.6046175,0.19727202,0.9355212,-0.14182222,-0.13263746,0.09597302,1.0831305,-0.95144266,2.1453285,-0.0007119377,-0.19857663,-0.58073753,0.3267883,0.13405971,-0.14838758,0.3438392,0.85639304,-1.4146619,-1.2186084,0.30219445,0.5805356,-0.010657827,-1.2012044,0.6287705,-0.4466146,-0.787055,1.0521404,-0.35635063,-0.7697835,0.31142518,0.33272272,-4.4718385e-05,-0.93011427,0.37777853,-0.03678727,0.098579906,0.69816047,0.61881584,0.33927986,-0.56401014,-0.3581682,-0.2754949,-0.41037205,-3.099704,0.43572628,0.1499214,0.760262,0.28150538,-0.9997589,-0.56121826,-0.05901152,11.138023
Nuc_AreaShape_Zernike_7_5,-0.27828085,-1.6370715,-0.14847745,0.9935753,-0.20033216,2.0219204,-0.2545388,0.06755551,-0.04273824,0.68299323,0.07644681,0.8642871,-1.056009,-0.26271313,-0.66516036,-0.078502454,-0.8454178,0.56012523,-0.5287352,-0.2607198,0.010245293,1.0672711,-0.8485165,0.11313514,-0.6538673,0.06402351,-0.5603325,-3.3772774,-0.92452407,-0.20260067,-3.5630162,-0.43323997,1.2930875,0.13144119,0.091220774,2.1125097,-0.35539094,-1.3723073,2.8845882,-0.23145282,-0.17993587,0.1796592,-0.9486038,-1.1520718,0.6319167,0.13444842,-0.50113654,-0.49001348,-0.16659677,0.6948211,-0.18262881,0.78388286,0.29622883,-3.4651082,-1.5476481,0.19432683,-0.56068474,0.18437509,0.014888872,-1.9049414,-0.27854362,-4.2764983,-0.6153604,-1.3173654,-0.5297453,-0.4473112,3.501891,2.4148905,0.21262681,1.5750357,0.081303835,0.059707478,0.2884288,0.45227826,-1.1260227,3.625346,-0.46220514,-0.104341425,-0.32073912,0.37184513,1.2107637,-0.054995358,-0.07268486,1.2905594,-2.1590464,-0.99195653,1.8621992,0.40519443,0.4538699,-1.390663,0.5498379,-0.34220088,-1.0434109,2.255559,-0.32086387,-0.42161933,0.26496285,1.1600989,0.46393165,-0.37528563,0.5583591,-0.025259279,-0.49662805,0.78375465,1.1979415,0.32305047,-0.60514754,-0.9526457,0.021230921,-0.46231738,-3.1966674,0.024306297,0.35949156,0.49303544,-0.06437104,-1.8436819,-0.7994936,-0.12357762,-4.5966787
Nuc_AreaShape_Zernike_7_7,-0.2792547,-1.8286505,0.14006771,0.58701897,-0.68734217,2.7958825,-0.3823707,0.01285104,-0.11068753,0.66434455,0.42548275,-0.58392876,-0.8721066,0.3257243,-0.3784583,0.020428887,-0.7551144,-0.39023158,-1.6316477,-0.59663004,-0.14100958,0.6257572,-0.53648764,1.1501305,-0.3220221,0.3290317,-1.0872027,-3.7252865,-1.060398,-0.42143714,-4.19089,-0.93399787,0.8231432,0.100815445,-0.13737887,0.6589207,-0.24773036,-1.1163245,4.251925,0.22418328,-0.28682062,-0.031214843,-1.7868243,-1.261146,0.41016686,-0.054696362,-0.4807785,-0.28100368,0.06197976,0.79596335,-0.47770774,1.4287573,0.80020493,-3.9815483,-0.06025676,0.31860587,-0.93149805,0.21574849,0.21072815,-1.3011166,-0.15200599,-2.7445953,-0.26085958,-1.6064168,-1.0376905,-0.2667964,5.709175,3.5207255,0.10551862,1.6723315,-0.39106968,-0.22133951,0.28491965,0.78355026,-1.1950105,5.1962886,-0.22937743,-0.12898467,-1.1234182,-0.05120079,11.815845,-0.02900672,0.34425417,1.8602529,-2.3775902,-1.6143646,0.8435932,-0.17217927,0.2087382,-1.9341303,0.6613938,-0.5505801,-0.97441363,0.6987347,-0.46235576,-0.007190883,0.19128585,0.8942717,0.2539212,0.5127867,0.22895224,0.30292448,0.16575234,0.6722007,1.3761472,0.36196318,-0.76922697,-1.9917663,0.4304159,-0.9095567,-2.5067008,-0.13659866,-0.07287145,4.442494,0.1994871,-1.3226898,-0.7967942,-0.48573717,29.485838
Nuc_AreaShape_Zernike_8_0,-0.5753354,0.6563372,-0.6893842,-1.7566601,0.28999382,0.27698448,-0.07635004,0.34001526,-0.08618372,-0.17418103,0.1010937,-0.8470784,0.82147485,0.7015686,-0.40167236,-0.15131736,0.29015556,-0.5871944,1.9809517,0.19751753,-0.09842252,-0.4220278,0.6148181,-0.03128333,0.45144293,-0.32334477,0.46284583,0.5069952,0.6824353,0.03937632,1.0352644,-0.18152772,-0.48623577,0.0030464828,-0.19045788,-2.6083674,-0.38252035,1.3452357,0.5172229,1.8300258,0.051774304,-0.007005418,0.33110103,0.48997685,-0.20395856,-0.09826418,-0.037013456,0.5923592,0.12479097,-1.5460777,0.024101088,0.8666139,-0.10547542,0.3911934,0.06375122,-0.0316588,-0.33229703,0.22060888,-0.37596646,0.78217477,0.2590894,0.5141804,0.2908893,0.37705716,-0.67472696,0.10890017,-0.62743723,-0.10150833,-0.07794275,-1.4709735,-0.50815797,-0.22915165,0.35691467,0.10707197,0.43982282,0.0019985836,-0.14926563,0.13443892,-0.046389803,0.5198458,0.7561273,0.39785144,0.09289151,0.2492706,-0.25028518,0.4035968,-0.7785805,-0.07914856,-0.5230301,0.5176757,-0.10778787,0.09648114,0.22718517,0.13089181,-0.27803642,0.33513972,-0.21200973,-0.31434345,0.19248788,1.2039853,-0.34498993,-0.22511953,0.40277442,0.46690682,-0.05487514,-0.1837492,0.33917832,-0.22206308,-0.2942017,0.7917214,1.7192405,-0.47528943,-0.10414076,-0.23185158,0.34473097,-0.35320616,0.2519089,-0.42775908,16.89493
