gene,highly_variable
KRBOX1,True
RN7SL559P,False
ERLEC1P1,False
HILPDA-AS1,False
RPS27P21,False
RPL31P56,False
PCDHGC5,False
PLCXD2-AS1,False
RN7SL288P,False
C21orf91-OT1,True
ARHGEF25,False
RN7SL776P,False
RPL36AP21,False
SND1-DT,False
MTND4LP7,False
UBA52P8,False
MTND2P14,False
RN7SL231P,False
NPM1P28,False
CAP1P1,False
RPL9P25,False
RN7SL23P,False
MTND3P7,False
RPL21P4,False
RN7SL77P,False
RPS15P9,False
RN7SL497P,False
PEDS1,False
RN7SL328P,False
PSMC2P1,True
RDH14,False
LINC03014,False
RN7SL645P,False
IGKV1-16,False
C1QTNF9-AS1,False
RN7SL128P,False
RPL19P14,False
KRTAP4-7,False
RPS29P22,False
LINC00886,False
RN7SL521P,False
NDUFB2-AS1,False
PLCXD2,True
LINC02042,False
APOOP2,False
RN7SL798P,False
H2BP3,False
RPL15P2,False
LSAMP-AS1,False
RPS20P31,False
RN7SL209P,False
PLGLA,False
RN7SL554P,False
RN7SL591P,False
MTCO2P6,False
RPL4P1,False
ST13P14,True
RN7SL415P,False
RN7SL751P,False
RN7SL681P,False
RPL23AP64,False
MIF,False
RPS27AP10,False
RN7SL283P,False
HOXA11-AS,False
RPL23AP67,False
RPS23P4,False
RN7SL459P,False
RN7SL183P,False
RPL32P13,True
SEPTIN7P6,False
RPL7AP55,False
GPR199P,False
TPM3P9,False
RCC2P5,False
RPL32P24,False
NIPA2P2,False
RPL29P24,False
RN7SL709P,False
RN7SL335P,False
RPL7P43,True
RPL23AP70,False
NSUN6,True
RPL5P1,True
RN7SL110P,False
RPL17P40,False
RN7SL813P,False
RPL22P2,True
RN7SL259P,False
RPL17P44,False
CYP51A1P1,False
RPL36AP38,False
LINC01994,False
PRICKLE2-AS2,True
RPL35AP11,False
CEACAMP10,False
HLA-DOB,False
PRICKLE2-AS1,False
RPL29P14,False
UGT1A9,False
HMGN1P8,False
KRTAP10-5,False
YAE1,False
OR14A2,False
RPL22P19,False
RPL32P30,False
LINC02032,False
BET1P1,False
LINC00881,False
PAICSP6,False
RPL32P9,False
RN7SL728P,False
RPL7P41,True
ZNF722,False
LINC02066,False
RN7SL720P,False
ARHGAP31-AS1,False
RN7SL582P,False
RPL32P32,False
ADAMTS9-AS1,False
RN7SL160P,False
RN7SL617P,False
LINC00877,False
RPL31P46,True
RN7SL70P,False
RN7SL570P,False
RN7SL494P,False
TDGF1,True
RN7SL165P,False
RN7SL191P,False
ZNF736P7Y,False
ZIC4-AS1,False
HMGN2P26,False
IQCJ-SCHIP1-AS1,False
LINC02024,False
SNAPC5P1,False
RN7SL809P,False
CSP2,False
MTND4LP17,False
RN7SL39P,False
C3orf85,False
NMTRS-TGA3-1,False
RN7SL836P,False
RN7SL553P,False
RPL12P31,False
RN7SL443P,False
RN7SL801P,False
KRTAP5-8,False
KRTAP4-16,False
RN7SL629P,True
IGKV1D-16,False
RN7SL302P,False
RN7SL727P,False
RPL17P20,False
CRCP,False
RPL17P19,False
ENPP7P4,False
RPL34P33,False
RPL29P25,False
LINC02614,False
RN7SL791P,False
PPATP1,False
IGKV2-24,False
ZBTB20-AS2,True
ACTG1P13,False
RPL7AP24,False
WWTR1-AS1,False
SUCLG2-DT,True
WDR82P2,True
SETP6,False
FBXW10B,True
LINC02070,True
RN7SL385P,False
RPL35AP33,False
LINC01487,False
RPL36A,False
RPL21P47,False
SNRPCP11,False
RN7SL466P,False
PMS2P11,False
IGKV3-11,False
PPP1R2P4,False
OR5G3,False
SYNPR-AS1,False
PDXP,False
SLC25A24P1,False
RPL36AP43,False
RPL7AP23,False
LINC01192,False
RPP21,False
LINC01997,False
HNF1A-AS1,True
RN7SL234P,False
RN7SL205P,False
RN7SL344P,False
LINC00903,False
CD302,False
EGFL8,False
RN7SL515P,False
RN7SL441P,False
KRT8P13,False
MCRIP2P1,False
RN7SL505P,False
RPL21P103,False
EEF1A1P25,False
RPL37P6,False
TDGF1P6,True
RPS27P22,False
PLSCR5-AS1,False
RPL7P19,True
RN7SL182P,False
RPL39P38,False
ATP5MF,False
LINC00635,False
PTPRG-AS1,False
SSX2,False
HSPA8P9,False
MECOM-AS1,False
ARHGAP8,False
RN7SL586P,False
RPL36AP4,True
PSMC1P1,False
RPS15AP24,False
RN7SL632P,False
CA15P1,False
RN7SL767P,False
AGGF1P3,False
CBX5P1,False
RN7SL369P,False
LINC02029,False
ACTG1P20,False
GUSBP2,False
RN7SL41P,False
RN7SL58P,False
ARPC4,False
ZBTB20-AS1,False
RPL7P5,False
CORT,False
IGKV2D-24,False
RN7SL338P,False
PAQR9-AS1,False
ATP5F1AP7,False
PRICKLE2-AS1-1,False
RPL23AP8,True
RN7SL482P,False
RN7SL484P,False
RPL17P37,False
KRTAP9-4,False
KRTAP5-4,False
RN7SL340P,False
RN7SL618P,False
GOLGA2P6,False
RARRES2P1,False
RN7SL18P,False
UBQLN4P1,False
RN7SL316P,False
UGT1A1,False
LINC01323,False
RPS23P6,False
INMT,False
CADM2-AS2,False
RN7SL253P,False
RPL19P18,False
UBA52P7,False
TRBV11-2,False
PPP1R2P6,False
RN7SL418P,False
RPL19P11,False
LINC01327,False
RPS27P12,False
RPL31P49,False
ADAMTS9-AS2,True
ARPC1A,False
RN7SL704P,False
GM2AP1,False
LINC02053,False
TMEFF1,False
RN7SL265P,False
VWFP1,False
SUMO1P1,False
RPL36AP23,False
FABP5P3,True
ZNF90P1,False
RPL7AP30,False
XACT,True
RN7SL788P,False
RPSAP52,False
IGKV1-9,False
RN7SL83P,False
RN7SL714P,False
CBLL1-AS1,False
RPS26P45,False
LINC01324,False
EOLA1-DT,False
RN7SL390P,False
MTND4P16,False
COX6B1P2,False
RN7SL504P,False
ENO1P4,False
RN7SL817P,True
SPRR2A,False
RN7SL319P,False
RPS15AP34,False
HMGN2P13,True
SCG5-AS1,False
RN7SL170P,False
RPL7P42,False
RPL21P54,False
CECR3,False
RN7SL149P,False
ATP5PO,False
PLEKHO2,True
C8orf58,False
ANOS2P,False
GAPDHP50,False
RN7SL401P,False
RN7SL434P,False
RN7SL363P,False
TOMM22P6,False
PISD,False
KLF3P2,False
RPSAP37,False
RPL13P4,False
RPL9P6,False
TPT1P3,True
NDUFS6P1,False
RPS20P4,False
TRBVB,False
RPS29P21,False
RPL14P3,False
MTCO1P55,False
RPL35AP34,False
DENND6A-DT,False
HOGA1,False
RN7SL517P,False
RPL32P26,False
RPS20P20,False
RN7SL188P,False
PWP2,False
HNRNPA1P24,True
RPL29P23,False
LINC03000,True
RN7SL76P,False
RN7SL655P,False
RN7SL135P,False
RPS2P25,False
PI4KA,False
ELOCP19,False
RN7SL566P,False
RPL7AP2,False
WWTR1-IT1,False
PRR34-AS1,False
RN7SL831P,False
RPL38P1,False
RN7SL323P,False
RN7SL26P,False
ALG1L15P,False
KIR3DL3,True
RN7SL68P,False
HYPK,False
RPL35AP28,False
LINC01743,False
PRKAG2-AS2,False
DNAJB8-AS1,False
RPL10P7,False
RPS4XP19,False
RPS3AP49,False
MARK2P6,False
RN7SL291P,False
RN7SL214P,False
RPL9P28,False
NPM1P17,False
RPL7AP6,False
IGKV1-33,False
RN7SL318P,False
RPL36AP20,False
SLC5A4-AS1,False
RPL7AP31,False
RPS20P33,False
MUC20-OT1,True
RPL36AP41,True
FOXP1-IT1,False
RPL9P32,False
RN7SL416P,True
RN7SL152P,False
LRRC78P,False
LINC01100,False
NPM1P23,False
AMACR,False
TOPORSLP,False
RN7SL124P,False
MTFP1,False
RN7SL201P,False
MDFIC2,False
RN7SL267P,False
RPL36AP47,False
SNHG3,False
RPL5P13,False
RPL17P2,False
RPL11P5,False
SERBP1P3,False
LASTR,False
DYNLL1P5,False
OFD1P6Y,False
RN7SL361P,False
ABCF2P1,False
RN7SL222P,False
RPL7AP27,False
RN7SL329P,False
ARHGDIG,False
RN7SL127P,False
RPL39P31,False
MTND4P17,False
RN7SL745P,False
CRYZL2P,False
SRRM1P2,False
RN7SL215P,False
RPS26P35,False
HOXB-AS4,True
RPL5P29,False
RPL32P12,False
MTND3P6,False
RN7SL97P,False
TCP10L,True
PSG2,False
RPS3AP14,False
RN7SL594P,False
RN7SL306P,False
NECTIN3-AS1,True
ATP5MC1P3,False
ARFGAP3,False
RPL7AP57,False
RN7SL20P,False
BGLAP,False
RPL39P34,False
RN7SL57P,False
LINC00996,False
C22orf39,False
PEG10,False
RN7SL456P,False
SKINT1L,False
LINC02082,False
AK2P2,False
RPL5P3,False
RPS3AP48,False
RPL7AP54,False
SLC16A1P1,False
RN7SL159P,False
RPL6P8,False
BMS1P4-AGAP5,False
ZBTB20-AS5,False
RPL36AP51,False
RPS29P1,False
STAG3L5P,False
DEFB109A,False
RPS26P52,False
RPL12P32,True
RN7SL685P,False
RPL21P126,False
RPL23AP40,False
RPS12P31,False
MCUR1P2,False
RN7SL683P,False
INHCAP,False
BMS1P4,False
LINC02025,False
RN7SL646P,False
RN7SL561P,False
FAM91A3P,False
RPL12P30,False
RPS21P4,False
RN7SL272P,False
CT47A2,False
NDUFA5P5,False
UGT1A8,False
KCNAB1-AS1,False
IGKV1-39,False
EIF6,False
RN7SL741P,False
LINC00901,False
H2AC3P,False
RBMY1E,False
RPL6P9,False
RN7SL800P,False
RPS20P23,False
DBIL5P2,False
RPL18P1,False
PCDHGC4,False
RPL12P36,False
CFAP20DC-AS1,False
RN7SL274P,False
UPK3BP1,True
RN7SL789P,False
LINC02046,False
GTF2A1L,False
RPL7AP11,False
MTCO3P38,False
RBBP4P2,False
RPS15AP32,False
IGHJ5,False
KIR2DP1,False
LINC03015,False
RN7SL392P,False
RN7SL293P,False
MRPL20,False
RN7SL37P,False
ARPIN,False
RN7SL156P,False
NDUFB4P1,False
LINC01206,False
UGT1A10,False
LINC00960,False
MAGEA5P,False
KLHL6-AS1,False
OR2U2P,False
OR7E100P,True
AHCYP8,False
IGKV2D-28,False
MRE11P1,False
RN7SL169P,False
SERPINB10,False
POU5F1P6,False
MRPL42P4,False
RN7SL144P,False
RN7SL797P,False
ATP5MGP5,False
DCAF13P1,False
RN7SL372P,False
RPL21P11,False
ACTR3P3,False
HLA-DMB,False
TUBAP13,False
IGKV1D-43,False
KMT5AP3,False
RPL26P26,False
MED28P8,False
CSAG4,False
MBL1P,False
RPL35AP13,False
RPS3AP34,False
RPS23P5,False
CCDC137P,False
OR5BH1P,False
DECR2,False
RN7SL164P,False
GNG10,False
GSK3B-DT,False
RPS24P16,False
RPS14P7,False
RPL21P129,False
RN7SL294P,False
RPS29P11,False
LINC00971,True
RN7SL292P,False
RN7SL862P,False
RN7SL132P,False
RPL32P14,True
RN7SL581P,True
RPS3AP43,False
RN7SL317P,False
RPL22P13,False
LINC02010,False
RN7SL167P,False
RPS16P9,False
RPL12P21,False
PDE6B-AS1,False
RN7SL304P,True
CNTF,False
RPS27AP1,False
RN7SL40P,False
RPL5P12,False
RN7SL516P,False
CCT4P1,False
ICE2P2,True
RPS27AP9,False
RN7SL362P,False
RPL30P9,False
CCDC169,False
RN7SL806P,False
UQCRHP4,False
FAM86LP,False
RTL5,False
RPSAP26,False
TRBV1,False
LINC02005,True
RPL23AP81,True
NMTRQ-TTG12-1,False
RHOT1P3,False
LINC00882,False
RN7SL824P,False
IGKV1D-17,False
ZBTB20-AS4,False
RN7SL432P,False
CD200R1L-AS1,False
TRBV5-2,False
ZNF702P,False
LINC02050,False
PFN2-AS1,False
RN7SL299P,False
GLYCTK-AS1,False
AP5Z1,False
RPL26P31,False
SOX2-OT,True
MRPL42P6,False
RN7SL229P,False
RN7SL846P,False
RPS26P21,False
RPL7AP56,False
MTCO3P35,False
RPL21P13,False
KRT8P35,False
ALDOAP1,False
RPL23AP68,False
ZNF709,False
RN7SL749P,False
DNM1P24,False
RN7SL496P,False
VN1R105P,False
RN7SL180P,False
RN7SL677P,False
RN7SL244P,False
STRC,False
RBMY1B,False
RN7SL812P,False
RPL5P11,False
IGHJ3,False
RN7SL449P,False
RN7SL413P,False
RN7SL634P,False
RPL7P16,False
FLNC-AS1,False
AADACL2-AS1,True
RN7SL384P,False
SNRPGP7,False
RPL21P104,False
PLCH1-AS2,True
RN7SL868P,False
RPL7P49,False
RPL30P6,False
RPL12P7,False
NKAIN1P1,False
RPL29P32,False
EPS15P1,False
ERVW-1,False
RPSAP3,False
RPL36AP32,False
FTH1P23,False
RN7SL233P,False
TDRD6-AS1,False
RN7SL177P,False
PPIAP83,False
RPS15AP18,False
CABYRP1,False
RN7SL50P,False
RPL21P99,False
RN7SL332P,False
RPL13AP23,False
RPL7P40,False
FTH1P4,False
RPL32P25,False
RPL36AP1,False
RN7SL379P,False
RN7SL239P,False
RN7SL16P,False
RPL12P35,False
RN7SL266P,False
PTMAP8,True
RN7SL737P,False
RPL7P39,False
MARK3P3,False
UBA52P3,False
MTAPP1,False
RN7SL354P,False
RN7SL635P,False
GAPDHP47,False
RN7SL810P,False
RBMY2FP,False
FTHL18P,False
RN7SL33P,False
RPL30P10,False
RN7SL269P,False
RPL31P58,False
GK-AS1,True
EIF4EBP3,False
RPL39P33,False
RN7SL400P,False
IGKV3-7,False
ABCC13,False
RN7SL842P,False
ARHGEF26-AS1,True
PRAMEF4,True
RN7SL519P,False
LINC00870,False
RPL32P2,False
RPL3P10,False
RPS3P7,False
RN7SL452P,False
MTND4LP14,True
RN7SL849P,False
RN7SL643P,False
RN7SL807P,False
PSG11,False
RN7SL22P,False
PSG4,False
RPL23AP66,False
LINC02932,False
MRPL33,False
LINC02040,False
MLF1-DT,False
SYPL1P1,False
MICAL3,False
RPL7AP32,False
RPS10P28,False
RN7SL861P,False
RPSAP36,False
CCDC39-AS1,False
HNRNPA1P17,False
PRKAR2B-AS1,False
TUBBP11,False
TUSC7,False
RPL6P10,False
PPAN-P2RY11,False
TWF2-DT,False
RN7SL55P,True
PCDHAC2,False
GSTA9P,False
IGKV2-30,False
STON1,True
RPS6P16,False
RN7SL350P,False
RPL30P14,False
MTCO2P29,False
RN7SL558P,False
IGKV2D-29,False
RPL23AP55,True
RN7SL614P,False
RN7SL571P,False
PRAF2,False
RPL36AP19,False
VSIG8,False
RPS17P14,False
AGAP13P,True
IGKV1-12,False
CFAP20DC-DT,False
RPL31P61,False
POM121L6P,False
RPL6P13,False
RN7SL285P,False
GUCY2GP,False
STMP1,False
FGF14-IT1,False
LINC01998,False
PTPRVP,True
RN7SL174P,False
KCTD7,False
RN7SL307P,True
RN7SL738P,False
RN7SL601P,False
LINC02045,False
RN7SL8P,False
RPS29P19,False
RN7SL815P,False
EFNA4,False
RN7SL278P,False
RN7SL60P,False
MCCC1-AS1,False
RN7SL775P,False
RN7SL173P,False
RN7SL72P,False
RN7SL89P,False
RPL3P3,False
RPL32P7,False
RN7SL141P,False
RPL35AP32,True
MRPS31P5,False
PSMD6-AS1,True
TICAM2,True
RPS3AP18,False
RN7SL734P,True
RPL23AP49,False
RN7SL107P,False
RN7SL454P,False
OR7E29P,False
RPL5P30,False
RN7SL370P,True
LARP1BP2,False
RN7SL352P,False
RN7SL284P,False
C4orf48,False
RPS18P13,False
IGKV1-5,False
INGX,False
RPL7P51,False
NAA80,False
AOX2P,False
MNX1-AS1,True
AMY2A,False
MIR1302-2HG,False
RN7SL337P,False
KRTAP10-11,False
RPL36AP50,False
GMFBP1,False
UBA52P5,False
RPS6P21,False
RPS23P1,False
RN7SL240P,False
DNAJB6P7,False
TNFRSF6B,False
RN7SL111P,False
RPL32P33,False
RPL12P40,False
IGLVIVOR22-2,False
RPL5P33,False
EVA1CP3,False
RN7SL19P,False
RPL32P20,False
RPS26P28,False
RN7SL649P,False
RN7SL104P,False
WFDC6,False
RN7SL172P,False
RN7SL108P,False
HNRNPKP4,False
RN7SL101P,False
RN7SL705P,False
LINC01214,True
CCZ1P1,False
RN7SL364P,False
RN7SL838P,False
UPK3B,False
LINC02017,False
RPS29P25,False
RN7SL282P,False
RPL17P22,False
LINC02049,False
RPL12P24,True
RPL35AP26,False
RPS2P44,False
SMIM34,False
LINC00880,True
RN7SL542P,False
OR13C7,False
RN7SL526P,False
TSPY20P,False
IL10RB,False
CFB,True
RN7SL834P,False
MTND5P16,False
ZNF487,True
WBP1LP1,False
RPS4XP14,False
RPS29P12,False
DNAAF10,False
RPL34P23,False
RN7SL761P,False
RPS3AP40,False
OR7E66P,True
RPL35AP9,False
NME2,False
RPL37P23,True
RPLP1P11,False
RPL35AP10,False
LINC02027,False
RPL7AP63,False
RN7SL598P,False
DUBR,False
RN7SL638P,False
RN7SL105P,False
PLA2G4B,False
LEFTY1,False
CFAP57,False
RPL21P116,False
CACNA2D3-AS1,False
NPIPB5,False
RPL21P127,False
RPL23AP63,False
RN7SL393P,False
TTC4,False
OR5V1,True
RPL29P3,False
RN7SL181P,False
RPLP0P2,True
EEF1A1P10,False
TMEM35B,False
HLA-L,True
RPL35AP15,False
ST13P15,False
RPL32P4,False
HOTTIP,False
RN7SL65P,False
KIR2DL3,False
OSTCP1,False
RPL36AP49,False
RN7SL78P,False
JMJD7,False
OR7E89P,False
SNRPCP10,False
LINC02044,False
PEX5L-AS1,False
RN7SL461P,False
RPL7P18,False
CFAP61-AS1,False
APOBEC3D,False
RN7SL189P,False
RN7SL832P,False
RPL12P6,False
LINC02000,False
WDR86-AS1,False
PSMC1P7,False
RPL17P33,False
RN7SL30P,False
RN7SL610P,False
CFAP44-AS1,False
ALDH7A1P3,False
RN7SL67P,False
RPL12P5,False
RN7SL551P,False
RPL5P17,False
RPS3AP50,False
RN7SL236P,False
RN7SL487P,False
RN7SL464P,False
HMGB1P36,False
HMGB1P38,False
RN7SL419P,False
TRBV8-1,False
RPS3AP16,False
OR2A7,False
RN7SL320P,True
ELFN2-1,False
RPSAP5,True
RN7SL679P,True
TUBA4B,False
RN7SL430P,False
RPL5P14,False
THAP12P2,False
EIF4BP8,False
RPS26P24,False
RPS24P18,True
TIPARP-AS1,False
MRPS6,False
RPS12P21,False
ZNF512,False
RN7SL308P,False
RN7SL743P,False
GSTA1,False
RN7SL647P,False
RN7SL684P,False
PARAL1,False
RPL23AP65,False
NBPF5P,False
RN7SL402P,False
PPIEL,True
VTI1BP1,False
RN7SL523P,False
H3P13,False
RTL9,False
RN7SL702P,False
ENO1P3,False
RPS24P17,False
ACY1,False
RN7SL447P,True
RPSAP39,False
RN7SL143P,False
RPS3AP19,False
NFS1,False
RN7SL799P,False
B3GAT3P1,False
RPL35P6,False
RPS2P24,False
MT1HL1,False
LARP7P4,False
KRTAP19-3,False
FAM86DP,False
RPS3AP17,False
RN7SL228P,False
RN7SL424P,False
UBE2H-DT,False
DDOST,False
IL12A-AS1,False
LINC01011,False
RPS27P27,False
RN7SL735P,False
TMEM199,False
RPS18P6,False
DEFB109F,False
RPL5P24,False
RPL13AP2,False
RN7SL417P,False
LCE3C,False
RPS2P41,False
MARK2P17,False
RN7SL148P,False
GSTA2,False
RPL9P33,False
RPS4XP6,False
RN7SL833P,False
RPL23AP44,False
HMGB1P30,False
RN7SL483P,False
SPRR2F,False
RPS4XP17,False
RPS23P3,False
HMGN1P10,True
RN7SL659P,False
RN7SL250P,False
RN7SL508P,False
DNAJC25-GNG10,False
IGKV2-28,False
PDCL3P4,True
UGT1A7,False
ATP1B3-AS1,False
LINC01322,True
UBE2Q2P9,False
RPSAP51,False
RPS12P20,True
RN7SL397P,True
ATP6V0CP2,False
WWP1P1,False
CYP4F34P,False
EIF4E2P2,False
CALHM6-AS1,True
RPS27AP13,False
FLNB-AS1,False
P2RY11,True
RN7SL120P,False
PBX2P1,False
PPIAP71,False
PELP1-DT,False
TMEM141,True
RN7SL218P,False
PPIAP15,False
RN7SL766P,False
ARHGEF35-AS1,False
EIF4EP3,False
FOXP1-AS1,False
ZFAND6P1,False
LINC02016,False
RPS4XP10,False
RN7SL81P,False
TMEM225B,False
OR7E121P,False
ILF2P1,False
LRRC77P,False
RPL26P35,False
RN7SL151P,False
CSPG4P2Y,False
RN7SL698P,False
GMCL2,True
RN7SL604P,False
ICA1-AS1,False
IFITM10,True
RPS3AP42,False
ZNF736P8Y,False
LINC01995,False
RPS29P24,False
RN7SL130P,False
PKD1P1,False
RN7SL597P,False
SIAH2-AS1,True
RPL34P22,True
RPL32P29,False
PGBD4P1,False
DBNDD2,False
ECEL1P2,False
RPL23AP73,False
ITGB5-AS1,True
RPS3AP35,False
OR9N1P,False
RN7SL740P,False
RPS20P21,False
RN7SL168P,False
RN7SL465P,False
GATA2-AS1,False
AOX3P,True
PEX5L-AS2,True
DUXAP10,False
RN7SL395P,True
RN7SL762P,False
RN7SL36P,False
RN7SL252P,False
LINC01326,False
RN7SL814P,False
RN7SL845P,False
UBA52P9,False
RN7SL687P,False
LINC00698,False
LY6G6D,False
RN7SL398P,False
RN7SL145P,False
RPL30P7,False
KRTAP19-7,False
RPL7P23,False
PFN1P8,False
RN7SL423P,False
RN7SL636P,False
RPS2P45,False
SDHDP3,False
FAM3D-AS1,True
RN7SL359P,False
RN7SL242P,False
RPS6P22,False
RN7SL330P,True
RN7SL869P,False
RBMY1D,False
RPL36AP37,False
RN7SL251P,False
RPS4XP12,False
RN7SL314P,False
RN7SL216P,False
ETV5,False
KRTAP5-7,False
RPL23AP56,False
CFHR1,True
RPL38P3,False
RN7SL268P,False
RPS3AP31,False
RPL39P28,False
IGKV3-15,False
RPL34P21,False
SPECC1P2,False
ENO1P1,False
LINC02077,False
RBM12,False
RPL6P14,False
TPTE2P3,False
UGT1A4,False
ERVFRD-1,False
OR2A1-AS1,False
LILRA6,False
RPL18P13,False
SCARF2,False
RWDD4P1,False
SLC9A9-AS2,False
RN7SL623P,False
HDAC11-AS1,False
EEF1A1P45,False
APOBEC3C,False
RN7SL28P,False
EOGT-DT,False
RN7SL125P,False
KRT18P34,False
RN7SL700P,False
SEPTIN14P2,False
RN7SL380P,True
RN7SL211P,False
KRTAP4-2,False
RPL35AP29,False
LINC01213,False
RN7SL446P,False
RPL34P29,False
ODCP,False
KCNK15-AS1,False
RPS26P19,False
PRICKLE2-DT,False
POLR2DP2,False
RN7SL654P,False
RPS6P4,False
RPL30P11,False
IGKV1-27,False
LINC01391,False
RPL21P120,False
RPL12P33,False
WNT5A-AS1,False
RAD21L1,False
CCDC13,True
RN7SL756P,True
PSPC1P2,False
ASPRV1,True
RN7SL334P,False
RPS17P11,False
OR2AE1,False
KRTAP20-1,False
MIATNB,False
TPTEP2,False
RN7SL863P,False
RPLP0P8,False
RPS26P43,False
RN7SL396P,False
XKRY2,False
LINC02086,False
UBFD1P1,False
TRBV12-1,False
SNRPCP3,False
RN7SL280P,False
RPS3AP15,False
RN7SL706P,False
MTHFD2P1,False
FCGR2C,False
UBE2V1,False
RPL10AP1,False
RN7SL724P,False
PTCHD4,False
EVA1CP5,False
CD46P1,False
RPLP0P10,False
RPL23P10,False
RN7SL47P,False
RPS27P14,False
NT5C3AP2,False
RPSAP29,False
ASLP1,False
C4A,True
RN7SL870P,False
HBB,False
RPL35AP27,False
RN7SL153P,False
CRYBB2,False
RPL15P21,False
N4BP2L2,False
GABPB1-AS1,True
MTCYBP18,False
ALKBH3-AS1,True
RUFY1-AS1,False
LIFR-AS1,False
LINC02453,False
LINC00847,False
IGFBP7-AS1,False
MIR3150BHG,False
A2M-AS1,False
SMARCA5-AS1,True
MALINC1,False
ARAP1-AS2,False
RNF139-DT,False
LINC00861,False
EEF1A1P4,True
GALNT7-DT,False
USP2-AS1,True
SAP30L-AS1,False
ASAH1-AS1,False
CYP2U1-AS1,True
BMAL2-AS1,True
MRNIP-DT,True
H2AZ1-DT,True
DEPTOR-AS1,True
CXXC4-AS1,False
TTC9-DT,False
LINC02447,False
LINC01585,True
MSANTD2-AS1,False
LINC02709,False
LINC00461,False
NEAT1,False
RORA-AS1,False
LNCRNA-IUR,True
SCAMP1-AS1,False
FAM111A-DT,False
BDNF-AS,False
DACT3-AS1,False
DDX11-AS1,True
KLRK1-AS1,True
LINC02211,False
ZNF585B,False
FRG1-DT,True
CRNDE,False
NADK2-AS1,False
LINC02226,False
DRAIC,False
LINC02202,False
MIR4300HG,False
CEBPA,False
RAD51-AS1,False
GS1-24F4.2,False
MEF2C-AS2,False
LINC00682,False
NSMCE1-DT,False
BTG1-DT,False
SNHG6,True
SDAD1-AS1,False
SLC12A2-DT,False
LINC02273,False
SEPTIN7P14,False
RPL30-AS1,False
MINDY2-DT,False
LINC01513,True
ALDH1L1-AS2,False
RAB30-DT,True
NUDT16L2P,True
LINC02325,False
MCPH1-DT,False
LINC01096,True
LINC00900,True
SUPT4H1P2,False
RRS1-DT,False
KCTD21-AS1,False
P4HA3-AS1,False
RETREG1-AS1,False
LINC01550,False
CASC8,False
UBR5-DT,False
SBF2-AS1,False
TTBK2-AS1,False
FAM13B-AS1,False
PRR7-AS1,True
EXTL3-AS1,False
ZBED9-AS1,False
LINC02458,True
LACTB2-AS1,True
PPM1K-DT,False
GNAO1-DT,False
ZNF84-DT,False
DIAPH1-AS1,False
LINC00968,False
KLC1-AS1,False
FZD4-DT,False
LINC02481,False
SLCO5A1-AS1,False
SMARCAD1-DT,False
LINC02288,False
UBE2D3-AS1,True
TNFRSF10A-DT,False
CACNA1C-AS1,False
PICART1,False
CIBAR1-DT,True
RASSF8-AS1,False
H2AJ,False
MGC16275,False
PLA2G4E-AS1,False
RGMB-AS1,False
COL25A1-DT,False
DYNC1LI2-DT,False
SORL1-AS1,True
RIC3-DT,False
STARD4-AS1,False
GPR176-DT,False
LINC02466,True
DNM1P35,False
CTTN-DT,False
LINC00920,False
UBAP1L,True
BRPF3-AS1,False
SOCS2-AS1,False
PGAM5,False
BAALC-AS1,False
SNHG10,False
MIR210HG,False
ANKRD42-DT,False
CSTF3-DT,False
LINC01252,False
FBXO38-DT,True
LINC01498,True
UBL7-DT,False
ZBED5-AS1,False
PRKCH-AS1,False
ZCCHC3,False
LY6E-DT,True
NUP107-DT,False
TMED2-DT,False
PLUT,False
DNAJC3-DT,False
CARS1-AS1,False
GPRC5D-AS1,False
MIR4458HG,False
OIP5-AS1,False
SDCBPP2,False
CKMT2-AS1,True
SPTY2D1OS,False
TWF2,False
CPEB2-DT,True
MARS2,False
MTND4P12,True
LRP4-AS1,False
FABP6-AS1,False
STX18-AS1,False
ARHGAP11B-DT,False
KCTD13-DT,False
USP51,False
TUBAP14,False
PCED1B-AS1,False
SNCA-AS1,False
MOCS2-DT,True
NR2F2-AS1,True
TMEM161B-DT,False
DGAT2-DT,False
SPCS2P3,False
FAM174A-DT,False
HMGN1P12,False
SEC24B-AS1,False
LINC00926,False
FOXD1-AS1,False
NRAV,False
FAM13A-AS1,True
ARHGAP42-AS1,False
UBA6-DT,True
SYBU-AS1,False
DPH6-DT,True
NNT-AS1,False
BCKDHA,False
INSL3,False
TARS2P1,False
LINC02039,False
MARCOL,True
MICOS10P4,False
LINC01019,False
SMURF2P1,False
APOOP4,False
RRN3P1,False
SV2C-AS1,True
LINC01194,False
LINC02101,False
MTND4LP22,False
MTND6P8,False
CUL4AP1,False
LINC02383,False
ADH1C,False
LINC02150,True
ANK2-AS1,False
BTG4P1,False
HSPA8P11,True
CHORDC1P3,False
TRIM39-RPP21,False
LINC02268,True
GAPDHP60,False
LINC02283,False
PES1P1,False
ATG10-AS1,False
LINC00290,False
LINC02234,True
H3P17,False
WDR45P1,False
LINC02355,False
TRPC7-AS1,True
CICP16,False
LINC02505,False
KCTD9P5,False
STX18-IT1,False
SLIT3-AS1,False
LINC02513,False
SLIT2-IT1,False
KRT8P4,True
LINC02438,False
LINC02014,False
OCIAD1-AS1,False
PSG10P,False
MTND4LP31,False
FLJ12825,False
PGAM1P1,False
TRIM52-AS1,False
SUMO2P17,False
LINC02120,False
MTCYBP44,False
